Tanggal,Periode,Inflasi_YoY,Year,Month,Quarter,Inflasi_Lag_1,Inflasi_Lag_2,Inflasi_Lag_3,Inflasi_Lag_6,Inflasi_Lag_12,Inflasi_RollMean_3,Inflasi_RollMean_6,Inflasi_RollMean_12,Inflasi_RollStd_3,Inflasi_RollStd_6,Inflasi_RollStd_12,Inflasi_Diff_1,Inflasi_Diff_12
2006-04-01,April 2006,15.4,2006,4,2,15.74,17.92,17.03,17.89,8.12,16.89666666666667,17.345,12.686666666666667,1.096099143934187,0.9412066723094996,4.92483748385916,-2.1800000000000015,6.93
2006-05-01,Mei 2006,15.6,2006,5,2,15.4,15.74,17.92,18.38,7.4,16.353333333333335,16.93,13.293333333333331,1.367381926651535,1.173200750084965,4.756674417610637,-0.33999999999999986,7.280000000000001
2006-06-01,Juni 2006,15.53,2006,6,2,15.6,15.4,15.74,17.11,7.42,15.58,16.466666666666665,13.976666666666667,0.17088007490617385,1.0257030109474161,4.409405924391695,0.1999999999999993,8.2
2006-07-01,Juli 2006,15.15,2006,7,3,15.53,15.6,15.4,17.03,7.84,15.51,16.203333333333333,14.652500000000002,0.10148891565062954,1.0303138680356567,3.9058630171949047,-0.07000000000000028,8.11
2006-08-01,Agustus 2006,14.9,2006,8,3,15.15,15.53,15.6,17.92,8.33,15.426666666666668,15.89,15.261666666666665,0.2421432083154005,1.0143766558827787,3.264099021819405,-0.379999999999999,7.3100000000000005
2006-09-01,September 2006,14.55,2006,9,3,14.9,15.15,15.53,15.74,9.06,15.193333333333333,15.386666666666665,15.809166666666668,0.3172275734126531,0.3111055555058358,2.443609321301481,-0.25,6.57
2006-10-01,Oktober 2006,6.29,2006,10,4,14.55,14.9,15.15,15.4,17.89,14.866666666666667,15.188333333333334,16.26666666666667,0.3013856886670092,0.4057297951427708,1.3213652260469197,-0.34999999999999964,5.49
2006-11-01,November 2006,5.27,2006,11,4,6.29,14.55,14.9,15.6,18.38,11.913333333333334,13.67,15.299999999999999,4.873092789321106,3.6366633058340625,3.0879737398789175,-8.260000000000002,-11.600000000000001
2006-12-01,Desember 2006,6.6,2006,12,4,5.27,6.29,14.55,15.53,17.11,8.703333333333333,11.948333333333336,14.207500000000001,5.088981561504565,4.799518378615359,4.0640689977142115,-1.0200000000000005,-13.11
2007-01-01,Januari 2007,6.26,2007,1,1,6.6,5.27,6.29,15.15,17.03,6.053333333333334,10.46,13.331666666666665,0.6958687615732567,4.851028756872087,4.491686934232115,1.33,-10.51
