Tanggal,Periode,Inflasi_YoY,Year,Month,Quarter,Inflasi_Lag_1,Inflasi_Lag_2,Inflasi_Lag_3,Inflasi_Lag_6,Inflasi_Lag_12,Inflasi_RollMean_3,Inflasi_RollMean_6,Inflasi_RollMean_12,Inflasi_RollStd_3,Inflasi_RollStd_6,Inflasi_RollStd_12,Inflasi_Diff_1,Inflasi_Diff_12
2007-02-01,Februari 2007,6.3,2007,2,1,6.26,6.6,5.27,14.9,17.92,6.043333333333333,8.978333333333333,12.434166666666664,0.6909655080635344,4.475137614271388,4.753873938614949,-0.33999999999999986,-10.770000000000001
2007-03-01,Maret 2007,6.52,2007,3,1,6.3,6.26,6.6,14.55,15.74,6.386666666666667,7.544999999999999,11.465833333333334,0.18583146486397029,3.4616455624456908,4.718186204528817,0.040000000000000036,-11.620000000000001
2007-04-01,April 2007,6.29,2007,4,2,6.52,6.3,6.26,6.29,15.4,6.359999999999999,6.206666666666666,10.6975,0.1400000000005585,0.47931896130510765,4.709592001244037,0.21999999999999975,-9.22
2007-05-01,Mei 2007,6.01,2007,5,2,6.29,6.52,6.3,5.27,15.6,6.37,6.206666666666667,9.938333333333334,0.1300000000006004,0.47931896130510765,4.615973911485543,-0.22999999999999954,-9.11
2007-06-01,Juni 2007,5.77,2007,6,2,6.01,6.29,6.52,6.6,15.53,6.273333333333333,6.329999999999999,9.139166666666666,0.25540817006018507,0.20918890983974356,4.370278664577421,-0.28000000000000025,-9.59
2007-07-01,Juli 2007,6.06,2007,7,3,5.77,6.01,6.29,6.26,15.15,6.023333333333333,6.191666666666666,8.325833333333334,0.26025628394622874,0.26255793011563583,3.9618991275611375,-0.2400000000000002,-9.76
2007-08-01,Agustus 2007,6.51,2007,8,3,6.06,5.77,6.01,6.3,14.9,5.946666666666666,6.158333333333334,7.5683333333333325,0.15502687939032464,0.26483328088933067,3.362117388392818,0.29000000000000004,-9.09
2007-09-01,September 2007,6.95,2007,9,3,6.51,6.06,5.77,6.52,14.55,6.113333333333332,6.1933333333333325,6.869166666666666,0.37287173844835353,0.2989760302542782,2.44657258715993,0.4500000000000002,-8.39
2007-10-01,Oktober 2007,6.88,2007,10,4,6.95,6.51,6.06,6.29,6.29,6.506666666666667,6.265,6.235833333333333,0.44500936319754647,0.41998809506930124,0.4307384427475883,0.4400000000000004,-7.6000000000000005
2007-11-01,November 2007,6.71,2007,11,4,6.88,6.95,6.51,6.01,5.27,6.78,6.363333333333333,6.285,0.23643180835104272,0.4902108389933936,0.4694193705574544,-0.07000000000000028,0.5899999999999999
2007-12-01,Desember 2007,6.59,2007,12,4,6.71,6.88,6.95,5.77,6.6,6.846666666666667,6.48,6.4049999999999985,0.12342339054439973,0.47227110858059057,0.356944100538308,-0.16999999999999993,1.4400000000000004
2008-01-01,Januari 2008,7.36,2008,1,1,6.59,6.71,6.88,6.06,6.26,6.726666666666667,6.616666666666666,6.404166666666666,0.14571661996312868,0.3197290519590084,0.35645880377385775,-0.1200000000000001,-0.009999999999999787
2008-02-01,Februari 2008,7.4,2008,2,1,7.36,6.59,6.71,6.51,6.3,6.886666666666667,6.833333333333333,6.495833333333333,0.41428653530313336,0.307289223154028,0.4461646319329777,0.7700000000000005,1.1000000000000005
2008-03-01,Maret 2008,8.17,2008,3,1,7.4,7.36,6.59,6.95,6.52,7.116666666666667,6.9816666666666665,6.5874999999999995,0.45654499595709913,0.3336714951364678,0.510616828409088,0.040000000000000036,1.1000000000000005
2008-04-01,April 2008,8.96,2008,4,2,8.17,7.4,7.36,6.88,6.29,7.6433333333333335,7.185,6.7250000000000005,0.4565449959570816,0.586472505749365,0.6836333413859769,0.7699999999999996,1.6500000000000004
2008-05-01,Mei 2008,10.38,2008,5,2,8.96,8.17,7.4,6.71,6.01,8.176666666666668,7.531666666666666,6.947499999999999,0.7800213672287684,0.9006978775741652,0.9220937144248563,0.7900000000000009,2.670000000000001
2008-06-01,Juni 2008,11.03,2008,6,2,10.38,8.96,8.17,6.59,5.77,9.170000000000002,8.143333333333333,7.311666666666667,1.1198660634201192,1.3600980356822097,1.3026046168653012,1.42,4.370000000000001
2008-07-01,Juli 2008,11.9,2008,7,3,11.03,10.38,8.96,7.36,6.06,10.123333333333333,8.883333333333335,7.75,1.0585997040115667,1.5416700900862688,1.5899742708038362,0.6499999999999986,5.26
2008-08-01,Agustus 2008,11.85,2008,8,3,11.9,11.03,10.38,7.4,6.51,11.103333333333333,9.639999999999999,8.236666666666666,0.7626488925667871,1.745176208868302,1.890946532263352,0.870000000000001,5.840000000000001
2008-09-01,September 2008,12.14,2008,9,3,11.85,11.9,11.03,8.17,6.95,11.593333333333334,10.381666666666666,8.681666666666667,0.4885011088353144,1.535856981188876,2.0677384806213848,-0.05000000000000071,5.34
2008-10-01,Oktober 2008,11.77,2008,10,4,12.14,11.85,11.9,8.96,6.88,11.963333333333333,11.043333333333335,9.114166666666668,0.1550268793897321,1.2138973048271458,2.2104646090536706,0.2900000000000009,5.19
2008-11-01,November 2008,11.68,2008,11,4,11.77,12.14,11.85,10.38,6.71,11.920000000000002,11.511666666666665,9.521666666666667,0.1946792233392843,0.6692508249278515,2.2118886760304015,-0.370000000000001,4.89
2008-12-01,Desember 2008,11.06,2008,12,4,11.68,11.77,12.14,11.03,6.59,11.863333333333335,11.728333333333333,9.935833333333333,0.24378952670966503,0.37562836243634495,2.100032286909087,-0.08999999999999986,4.97
2009-01-01,Januari 2009,9.17,2009,1,1,11.06,11.68,11.77,11.9,7.36,11.503333333333332,11.733333333333334,10.308333333333334,0.38656607887052863,0.36450880190553686,1.8319281115973434,-0.6199999999999992,4.470000000000001
2009-02-01,Februari 2009,8.6,2009,2,1,9.17,11.06,11.68,11.85,7.4,10.636666666666667,11.278333333333334,10.459166666666667,1.3074529946936404,1.092253023189504,1.6305518214470354,-1.8900000000000006,1.8099999999999996
2009-03-01,Maret 2009,7.92,2009,3,1,8.6,9.17,11.06,12.14,8.17,9.61,10.736666666666666,10.559166666666666,1.2876723185655878,1.4866965617322903,1.4530122838330375,-0.5700000000000003,1.1999999999999993
2009-04-01,April 2009,7.31,2009,4,2,7.92,8.6,9.17,11.77,8.96,8.563333333333333,10.033333333333333,10.538333333333332,0.6258061467686703,1.676158305968328,1.4916606568357018,-0.6799999999999997,-0.25
2009-05-01,Mei 2009,6.04,2009,5,2,7.31,7.92,8.6,11.68,10.38,7.9433333333333325,9.290000000000001,10.400833333333333,0.6453164598346108,1.7397011237565927,1.7103878259481144,-0.6100000000000003,-1.6500000000000012
2009-06-01,Juni 2009,3.65,2009,6,2,6.04,7.31,7.92,11.06,11.03,7.09,8.35,10.039166666666667,0.9591141746425051,1.7135693741427436,2.124029011671979,-1.2699999999999996,-4.340000000000001
2009-07-01,Juli 2009,2.71,2009,7,3,3.65,6.04,7.31,9.17,11.9,5.666666666666667,7.114999999999999,9.424166666666666,1.858341554540919,2.0137601644684398,2.7786113547248856,-2.39,-7.379999999999999
2009-08-01,Agustus 2009,2.75,2009,8,3,2.71,3.65,6.04,8.6,11.85,4.133333333333334,6.038333333333333,8.658333333333333,1.7168090555835311,2.3875461601122243,3.259109843146894,-0.94,-9.190000000000001
2009-09-01,September 2009,2.83,2009,9,3,2.75,2.71,3.65,7.92,12.14,3.0366666666666666,5.0633333333333335,7.900000000000001,0.5315386470743736,2.3259034087138337,3.498838768401986,0.040000000000000036,-9.1
2009-10-01,Oktober 2009,2.57,2009,10,4,2.83,2.75,2.71,7.31,11.77,2.763333333333333,4.215,7.1241666666666665,0.06110100926879492,1.9777942258991366,3.5053840623022214,0.08000000000000007,-9.31
2009-11-01,November 2009,2.41,2009,11,4,2.57,2.83,2.75,6.04,11.68,2.716666666666667,3.4250000000000003,6.357499999999999,0.13316656237084126,1.3372172598347536,3.4014465505669254,-0.26000000000000023,-9.2
2009-12-01,Desember 2009,2.78,2009,12,4,2.41,2.57,2.83,3.65,11.06,2.6033333333333335,2.8200000000000003,5.585000000000001,0.21197484127525934,0.4328048058882525,3.1241129650161206,-0.1599999999999997,-9.27
2010-01-01,Januari 2010,3.72,2010,1,1,2.78,2.41,2.57,2.71,9.17,2.5866666666666664,2.6750000000000003,4.8950000000000005,0.1855622087971361,0.15693947878073305,2.68903666427555,0.36999999999999966,-8.280000000000001
2010-02-01,Februari 2010,3.81,2010,2,1,3.72,2.78,2.41,2.75,8.6,2.97,2.8433333333333337,4.440833333333333,0.6753517601963616,0.4569317965152289,2.338801007250327,0.9400000000000004,-5.449999999999999
2010-03-01,Maret 2010,3.43,2010,3,1,3.81,3.72,2.78,2.83,7.92,3.436666666666667,3.02,4.041666666666667,0.5704676444230987,0.5970594610254222,1.9390055245518045,0.08999999999999986,-4.789999999999999
2010-04-01,April 2010,3.91,2010,4,2,3.43,3.81,3.72,2.57,7.31,3.6533333333333338,3.1199999999999997,3.6675,0.19857828011550052,0.6089991789813574,1.507852928685503,-0.3799999999999999,-4.49
2010-05-01,Mei 2010,4.16,2010,5,2,3.91,3.43,3.81,2.41,6.04,3.716666666666667,3.3433333333333337,3.3841666666666668,0.253245598843549,0.6126554224575455,0.9925857721887359,0.48,-3.3999999999999995
2010-06-01,Juni 2010,5.05,2010,6,2,4.16,3.91,3.43,2.78,3.65,3.8333333333333335,3.6350000000000002,3.2275000000000005,0.3709896674216457,0.48210994596664974,0.6098751735172707,0.25,-1.88
2010-07-01,Juli 2010,6.22,2010,7,3,5.05,4.16,3.91,3.72,2.71,4.373333333333334,4.013333333333333,3.3441666666666667,0.599193902950958,0.5611654539141118,0.8017646257796043,0.8899999999999997,1.4
2010-08-01,Agustus 2010,6.44,2010,8,3,6.22,5.05,4.16,3.81,2.75,5.1433333333333335,4.43,3.6366666666666667,1.0331666532237531,1.0311352966512026,1.1246278845857738,1.17,3.51
2010-09-01,September 2010,5.8,2010,9,3,6.44,6.22,5.05,3.43,2.83,5.903333333333333,4.868333333333333,3.9441666666666673,0.7471501410918293,1.2505265557622638,1.3433503457829405,0.22000000000000064,3.6900000000000004
2010-10-01,Oktober 2010,5.67,2010,10,4,5.8,6.44,6.22,3.91,2.57,6.153333333333333,5.263333333333334,4.191666666666666,0.32516662395382845,1.0660331452007623,1.392126126295727,-0.6400000000000006,2.9699999999999998
2010-11-01,November 2010,6.33,2010,11,4,5.67,5.8,6.44,4.16,2.41,5.97,5.5566666666666675,4.45,0.41218927691074736,0.8366281531640143,1.3508583130062812,-0.1299999999999999,3.1
2010-12-01,Desember 2010,6.96,2010,12,4,6.33,5.67,5.8,5.05,2.78,5.933333333333333,5.918333333333333,4.776666666666666,0.3496188400723559,0.5219738179895891,1.2850633753974445,0.6600000000000001,3.92
2011-01-01,Januari 2011,7.02,2011,1,1,6.96,6.33,5.67,6.22,3.72,6.32,6.236666666666667,5.125,0.6450581369149532,0.465904138924122,1.2609339972633538,0.6299999999999999,4.18
2011-02-01,Februari 2011,6.84,2011,2,1,7.02,6.96,6.33,6.44,3.81,6.77,6.37,5.3999999999999995,0.3822302970725523,0.5642694391866001,1.2862560186271388,0.05999999999999961,3.2999999999999994
2011-03-01,Maret 2011,6.65,2011,3,1,6.84,7.02,6.96,5.8,3.43,6.94,6.4366666666666665,5.6525,0.09165151390001491,0.5968807809492834,1.2424105967469383,-0.17999999999999972,3.03
2011-04-01,April 2011,6.16,2011,4,2,6.65,6.84,7.02,5.67,3.91,6.836666666666666,6.578333333333333,5.920833333333334,0.1850225211521621,0.5101143662617488,1.05187674989501,-0.1899999999999995,3.22
2011-05-01,Mei 2011,5.98,2011,5,2,6.16,6.65,6.84,6.33,4.16,6.55,6.66,6.108333333333333,0.35085609585723565,0.34957116585891124,0.840063128940946,-0.4900000000000002,2.25
2011-06-01,Juni 2011,5.54,2011,6,2,5.98,6.16,6.65,6.96,5.05,6.263333333333333,6.601666666666667,6.260000000000001,0.34674678561383654,0.43453039786259545,0.580532670758652,-0.17999999999999972,1.8200000000000003
2011-07-01,Juli 2011,4.61,2011,7,3,5.54,5.98,6.16,7.02,6.22,5.8933333333333335,6.365000000000001,6.300833333333333,0.31895663237114996,0.5668774117919682,0.4992259159453831,-0.4400000000000004,0.4900000000000002
2011-08-01,Agustus 2011,4.79,2011,8,3,4.61,5.54,5.98,6.84,6.44,5.376666666666668,5.963333333333334,6.166666666666667,0.6994521665800801,0.8111391167158875,0.699211677317364,-0.9299999999999997,-1.6099999999999994
2011-09-01,September 2011,4.61,2011,9,3,4.79,4.61,5.54,6.65,5.8,4.98,5.621666666666667,6.029166666666668,0.49325449820579687,0.7996853547906406,0.796097964886836,0.17999999999999972,-1.6500000000000004
2011-10-01,Oktober 2011,4.42,2011,10,4,4.61,4.79,4.61,6.16,5.67,4.670000000000001,5.281666666666667,5.930000000000001,0.10392304845541321,0.7028347363830526,0.8951891623358881,-0.17999999999999972,-1.1899999999999995
2011-11-01,November 2011,4.15,2011,11,4,4.42,4.61,4.79,5.98,6.33,4.6066666666666665,4.991666666666667,5.8258333333333345,0.1850225211524326,0.6222994991695214,0.9953204904893056,-0.1900000000000004,-1.25
2011-12-01,Desember 2011,3.79,2011,12,4,4.15,4.42,4.61,5.54,6.96,4.3933333333333335,4.6866666666666665,5.644166666666667,0.23115651263507933,0.4711121593279453,1.0894323654031361,-0.2699999999999996,-2.1799999999999997
2012-01-01,Januari 2012,3.65,2012,1,1,3.79,4.15,4.42,4.61,7.02,4.12,4.395,5.38,0.3160696125860408,0.3674642839786953,1.1251100956229672,-0.3600000000000003,-3.17
2012-02-01,Februari 2012,3.56,2012,2,1,3.65,3.79,4.15,4.79,6.84,3.8633333333333333,4.235,5.099166666666667,0.25794056162929146,0.45394933638014795,1.0988213382226113,-0.14000000000000012,-3.3699999999999997
2012-03-01,Maret 2012,3.97,2012,3,1,3.56,3.65,3.79,4.61,6.65,3.6666666666666665,4.03,4.825833333333334,0.11590225767275843,0.4303022193760783,1.0323623248147757,-0.08999999999999986,-3.28
2012-04-01,April 2012,4.5,2012,4,2,3.97,3.56,3.65,4.42,6.16,3.7266666666666666,3.923333333333334,4.6025,0.2154839514526314,0.32395472934755287,0.8805899365559637,0.41000000000000014,-2.68
2012-05-01,Mei 2012,4.45,2012,5,2,4.5,3.97,3.56,4.15,5.98,4.01,3.936666666666666,4.464166666666666,0.4712748667182399,0.3491513520905313,0.7314302095997622,0.5299999999999998,-1.6600000000000001
2012-06-01,Juni 2012,4.53,2012,6,2,4.45,4.5,3.97,3.79,5.54,4.306666666666666,3.986666666666667,4.336666666666667,0.2926317367163305,0.4031211563123991,0.5553268215995694,-0.04999999999999982,-1.5300000000000002
2012-07-01,Juli 2012,4.56,2012,7,3,4.53,4.45,4.5,3.65,4.61,4.493333333333333,4.11,4.2525,0.04041451884667183,0.44222166387455286,0.4152354206296183,0.08000000000000007,-1.0099999999999998
2012-08-01,Agustus 2012,4.58,2012,8,3,4.56,4.53,4.45,3.56,4.79,4.513333333333333,4.261666666666667,4.248333333333334,0.05686240703318056,0.40759865881359725,0.41155654274812514,0.02999999999999936,-0.05000000000000071
2012-09-01,September 2012,4.31,2012,9,3,4.58,4.56,4.53,3.97,4.61,4.5566666666666675,4.431666666666667,4.230833333333333,0.025166114789638455,0.2307740597784807,0.3903485233697846,0.020000000000000462,-0.20999999999999996
2012-10-01,Oktober 2012,4.61,2012,10,4,4.31,4.58,4.56,4.5,4.42,4.483333333333333,4.488333333333333,4.2058333333333335,0.1504437879528713,0.09867454923454859,0.37308196353502965,-0.27000000000000046,-0.3000000000000007
2012-11-01,November 2012,4.32,2012,11,4,4.61,4.31,4.58,4.45,4.15,4.5,4.506666666666667,4.221666666666667,0.16522711641941387,0.11075498483879274,0.38677767476545405,0.3000000000000007,0.1900000000000004
2012-12-01,Desember 2012,4.3,2012,12,4,4.32,4.61,4.31,4.53,3.79,4.413333333333333,4.485,4.235833333333333,0.1703917055892437,0.13427583550279895,0.387027326574175,-0.29000000000000004,0.16999999999999993
2013-01-01,Januari 2013,4.57,2013,1,1,4.3,4.32,4.61,4.56,3.65,4.41,4.446666666666666,4.278333333333333,0.17349351572977684,0.15068731421935208,0.36072737964319235,-0.020000000000000462,0.5099999999999998
2013-02-01,Februari 2013,5.31,2013,2,1,4.57,4.3,4.32,4.58,3.56,4.396666666666667,4.448333333333333,4.3549999999999995,0.15044378795288338,0.15223884742943164,0.30911898268231014,0.27000000000000046,0.9200000000000004
2013-03-01,Maret 2013,5.9,2013,3,1,5.31,4.57,4.3,4.31,3.97,4.726666666666667,4.57,4.5008333333333335,0.5229085324735079,0.3878659562271144,0.31274323866925285,0.7399999999999993,1.7499999999999996
2013-04-01,April 2013,5.57,2013,4,2,5.9,5.31,4.57,4.61,4.5,5.260000000000001,4.835,4.661666666666666,0.6664082832620272,0.6375186271788235,0.47110765674357624,0.5900000000000007,1.9300000000000002
2013-05-01,Mei 2013,5.47,2013,5,2,5.57,5.9,5.31,4.32,4.45,5.593333333333334,4.995,4.7508333333333335,0.29569128044898757,0.6882078174504925,0.5346954669942892,-0.33000000000000007,1.0700000000000003
2013-06-01,Juni 2013,5.9,2013,6,2,5.47,5.57,5.9,4.3,4.53,5.646666666666667,5.1866666666666665,4.835833333333333,0.225018517757005,0.6193114456124926,0.5628572939327795,-0.10000000000000053,1.0199999999999996
2013-07-01,Juli 2013,8.61,2013,7,3,5.9,5.47,5.57,4.57,4.56,5.646666666666666,5.453333333333333,4.95,0.225018517757005,0.4926932784873701,0.6301082158140465,0.4300000000000006,1.37
2013-08-01,Agustus 2013,8.79,2013,8,3,8.61,5.9,5.47,5.31,4.58,6.659999999999999,6.126666666666668,5.2875000000000005,1.702380685980719,1.2391717664095752,1.2152076141361772,2.709999999999999,4.05
2013-09-01,September 2013,8.4,2013,9,3,8.79,8.61,5.9,5.9,4.31,7.766666666666666,6.706666666666666,5.638333333333333,1.619084103230425,1.554717552054591,1.5531190514183963,0.17999999999999972,4.209999999999999
2013-10-01,Oktober 2013,8.32,2013,10,4,8.4,8.79,8.61,5.57,4.61,8.6,7.123333333333334,5.979166666666667,0.1951922129596971,1.6285412695620018,1.6788061685361837,-0.3899999999999988,4.090000000000001
2013-11-01,November 2013,8.37,2013,11,4,8.32,8.4,8.79,5.47,4.32,8.503333333333332,7.581666666666667,6.288333333333333,0.25146238950077776,1.4845526823479902,1.7440852425650877,-0.08000000000000007,3.71
2013-12-01,Desember 2013,8.38,2013,12,4,8.37,8.32,8.4,5.9,4.3,8.363333333333332,8.065,6.6258333333333335,0.04041451884467735,1.0751883555916801,1.720261387819952,0.049999999999998934,4.049999999999999
2014-01-01,Januari 2014,8.22,2014,1,1,8.38,8.37,8.32,8.61,4.57,8.356666666666667,8.478333333333333,6.965833333333332,0.03214550253841245,0.1828022611091101,1.6189977726602252,0.010000000000001563,4.080000000000001
2014-02-01,Februari 2014,7.75,2014,2,1,8.22,8.38,8.37,8.79,5.31,8.323333333333332,8.413333333333334,7.2700000000000005,0.08962886439896652,0.19551641022329597,1.4633523157462731,-0.16000000000000014,3.6500000000000004
2014-03-01,Maret 2014,7.32,2014,3,1,7.75,8.22,8.38,8.4,5.9,8.116666666666667,8.24,7.473333333333334,0.3274650108537652,0.24859605789300127,1.3296638900887845,-0.47000000000000064,2.4400000000000004
2014-04-01,April 2014,7.25,2014,4,2,7.32,7.75,8.22,8.32,5.57,7.763333333333333,8.06,7.591666666666666,0.4501481237697983,0.4325274557758659,1.2368643148435123,-0.4299999999999997,1.42
2014-05-01,Mei 2014,7.32,2014,5,2,7.25,7.32,7.75,8.37,5.47,7.44,7.881666666666667,7.7316666666666665,0.27073972741389135,0.5163493649329044,1.0712170931263363,-0.07000000000000028,1.6799999999999997
2014-06-01,Juni 2014,6.7,2014,6,2,7.32,7.25,7.32,8.38,5.9,7.296666666666667,7.706666666666667,7.885833333333333,0.040414518845176384,0.4952440475832266,0.8197389643642333,0.07000000000000028,1.8500000000000005
2014-07-01,Juli 2014,4.53,2014,7,3,6.7,7.32,7.25,8.22,8.61,7.09,7.426666666666667,7.9525,0.3395585369272312,0.5130172186843464,0.6606487858021038,-0.6200000000000001,0.7999999999999998
2014-08-01,Agustus 2014,3.99,2014,8,3,4.53,6.7,7.32,7.75,8.79,6.183333333333334,6.811666666666667,7.6125,1.4650028441383756,1.1668661734177719,1.155816319159901,-2.17,-4.079999999999999
2014-09-01,September 2014,4.53,2014,9,3,3.99,4.53,6.7,7.32,8.4,5.073333333333333,6.185,7.212500000000001,1.4343755900507966,1.5187461934108604,1.4927407678495224,-0.54,-4.799999999999999
2014-10-01,Oktober 2014,4.83,2014,10,4,4.53,3.99,4.53,7.25,8.32,4.3500000000000005,5.72,6.890000000000001,0.3117691453628214,1.5288165357556762,1.6250482510318893,0.54,-3.87
2014-11-01,November 2014,6.23,2014,11,4,4.83,4.53,3.99,7.32,8.37,4.45,5.316666666666667,6.599166666666668,0.42567593307616136,1.353627225888524,1.6578269365392573,0.2999999999999998,-3.49
2014-12-01,Desember 2014,8.36,2014,12,4,6.23,4.83,4.53,6.7,8.38,5.196666666666666,5.135000000000001,6.420833333333333,0.9073771725878761,1.0755789138877714,1.5623726614778313,1.4000000000000004,-2.139999999999999
2015-01-01,Januari 2015,6.96,2015,1,1,8.36,6.23,4.83,4.53,8.22,6.473333333333333,5.411666666666666,6.4191666666666665,1.7775357474136833,1.6295081057382497,1.5601017352219093,2.129999999999999,-0.02000000000000135
2015-02-01,Februari 2015,6.29,2015,2,1,6.96,8.36,6.23,3.99,7.75,7.183333333333334,5.816666666666666,6.314166666666668,1.0824201279233017,1.6680727402204771,1.4675363296313546,-1.3999999999999995,-1.2600000000000007
2015-03-01,Maret 2015,6.38,2015,3,1,6.29,6.96,8.36,4.53,7.32,7.203333333333333,6.2,6.1925,1.0562354535488272,1.4084033513166525,1.396476898223783,-0.6699999999999999,-1.46
2015-04-01,April 2015,6.79,2015,4,2,6.38,6.29,6.96,4.83,7.25,6.543333333333333,6.508333333333333,6.114166666666667,0.36363901514210767,1.1481361707857822,1.353174438350818,0.08999999999999986,-0.9400000000000004
2015-05-01,Mei 2015,7.15,2015,5,2,6.79,6.38,6.29,6.23,7.32,6.486666666666667,6.835,6.075833333333333,0.26652079343556684,0.8016670131669169,1.3242799644495178,0.41000000000000014,-0.45999999999999996
2015-06-01,Juni 2015,7.26,2015,6,2,7.15,6.79,6.38,8.36,6.7,6.773333333333333,6.988333333333334,6.061666666666667,0.3852704677671436,0.7490638602059437,1.3105989840411478,0.3600000000000003,-0.16999999999999993
2015-07-01,Juli 2015,7.26,2015,7,3,7.26,7.15,6.79,6.96,4.53,7.066666666666667,6.805000000000001,6.108333333333334,0.24583192090024159,0.39903633919728004,1.3449152276991145,0.10999999999999943,0.5599999999999996
2015-08-01,Agustus 2015,7.18,2015,8,3,7.26,7.26,7.15,6.29,3.99,7.223333333333334,6.855,6.335833333333333,0.06350852961214726,0.439124128237069,1.2831386117523254,0.0,2.7299999999999995
